S.NO,University Name,District,12th Percentage,Entrance Percentage,Department,Output
730,University of Hyderabad,Hyderabad,46,60,Computer Science and Engineering,No
731,University of Hyderabad,Hyderabad,89,60,Computer Science and Engineering,Yes
732,University of Hyderabad,Hyderabad,51,60,Computer Science and Engineering,No
733,University of Hyderabad,Hyderabad,22,60,Electronics and Communication Engineering,No
734,University of Hyderabad,Hyderabad,51,60,Electronics and Communication Engineering,No
735,Vellore Institute of Technology,Vellore,55,55,Computer Science and Engineering,Yes
736,Vellore Institute of Technology,Vellore,55,55,Electical and Electonics Engineering,Yes
737,Vellore Institute of Technology,Vellore,55,55,Electronics and Communication Engineering,Yes
738,Vellore Institute of Technology,Vellore,55,55,Civil Engineering,Yes
739,Vellore Institute of Technology,Vellore,55,55,Mechanical Engineering,Yes
740,Vellore Institute of Technology,Vellore,84,55,Computer Science and Engineering,Yes
741,Vellore Institute of Technology,Vellore,67,55,Computer Science and Engineering,Yes
742,Vellore Institute of Technology,Vellore,81,55,Electical and Electonics Engineering,Yes
743,Vellore Institute of Technology,Vellore,74,55,Electical and Electonics Engineering,Yes
744,Vellore Institute of Technology,Vellore,10,55,Electical and Electonics Engineering,No
745,Vellore Institute of Technology,Vellore,69,55,Electical and Electonics Engineering,Yes
746,Vellore Institute of Technology,Vellore,74,55,Electronics and Communication Engineering,Yes
747,Vellore Institute of Technology,Vellore,96,55,Electronics and Communication Engineering,Yes
748,Vellore Institute of Technology,Vellore,68,55,Civil Engineering,Yes
749,Vellore Institute of Technology,Vellore,85,55,Civil Engineering,Yes
750,Vellore Institute of Technology,Vellore,84,55,Mechanical Engineering,Yes
751,Vellore Institute of Technology,Vellore,76,55,Mechanical Engineering,Yes
752,Vellore Institute of Technology,Vellore,72,55,Computer Science and Engineering,Yes
753,Vellore Institute of Technology,Vellore,33,55,Computer Science and Engineering,No
754,Vellore Institute of Technology,Vellore,38,55,Electical and Electonics Engineering,No
755,Vellore Institute of Technology,Vellore,52,55,Electronics and Communication Engineering,No
756,Vellore Institute of Technology,Vellore,27,55,Electronics and Communication Engineering,No
757,Vellore Institute of Technology,Vellore,35,55,Electronics and Communication Engineering,No
758,Vellore Institute of Technology,Vellore,73,55,Civil Engineering,Yes
759,Vellore Institute of Technology,Vellore,50,55,Civil Engineering,No
760,Vellore Institute of Technology,Vellore,29,55,Civil Engineering,No
761,Vellore Institute of Technology,Vellore,40,55,Civil Engineering,No
762,Vellore Institute of Technology,Vellore,34,55,Civil Engineering,No
763,Vellore Institute of Technology,Vellore,50,55,Mechanical Engineering,No
764,Vellore Institute of Technology,Vellore,44,55,Mechanical Engineering,No
765,Vellore Institute of Technology,Vellore,26,55,Mechanical Engineering,No
766,Vellore Institute of Technology,Vellore,51,55,Computer Science and Engineering,No
767,Vellore Institute of Technology,Vellore,45,55,Computer Science and Engineering,No
768,Vellore Institute of Technology,Vellore,16,55,Computer Science and Engineering,No
769,Vellore Institute of Technology,Vellore,47,55,Electical and Electonics Engineering,No
770,Vellore Institute of Technology,Vellore,50,55,Electical and Electonics Engineering,No
771,Vellore Institute of Technology,Vellore,20,55,Electical and Electonics Engineering,No
772,Vellore Institute of Technology,Vellore,48,55,Electronics and Communication Engineering,No
773,Vellore Institute of Technology,Vellore,53,55,Civil Engineering,No
774,Vellore Institute of Technology,Vellore,35,55,Mechanical Engineering,No
775,Vellore Institute of Technology,Vellore,68,55,Electronics and Communication Engineering,Yes
776,Visvesvaraya National Institute of Technology,Nagpur,75,65,Electical and Electonics Engineering,Yes
777,Visvesvaraya National Institute of Technology,Nagpur,78,65,Electical and Electonics Engineering,Yes
778,Visvesvaraya National Institute of Technology,Nagpur,32,65,Electical and Electonics Engineering,No
779,Visvesvaraya National Institute of Technology,Nagpur,66,65,Electical and Electonics Engineering,No
780,Visvesvaraya National Institute of Technology,Nagpur,45,65,Electical and Electonics Engineering,No
781,Visvesvaraya National Institute of Technology,Nagpur,56,65,Electical and Electonics Engineering,No
782,Visvesvaraya National Institute of Technology,Nagpur,85,65,Electical and Electonics Engineering,Yes
783,Yashwantrao Chavan Maharashtra Open University,Sawargaon,45,40,Computer Science and Engineering,Yes
784,Yashwantrao Chavan Maharashtra Open University,Sawargaon,69,40,Computer Science and Engineering,Yes
785,Yashwantrao Chavan Maharashtra Open University,Sawargaon,52,40,Computer Science and Engineering,Yes
786,Yashwantrao Chavan Maharashtra Open University,Sawargaon,42,40,Computer Science and Engineering,No
787,Yashwantrao Chavan Maharashtra Open University,Sawargaon,35,40,Computer Science and Engineering,No
788,Yashwantrao Chavan Maharashtra Open University,Sawargaon,89,40,Computer Science and Engineering,Yes
789,Yashwantrao Chavan Maharashtra Open University,Sawargaon,21,40,Computer Science and Engineering,No
